,data,features_cat,features_num,protected_attributes,p_att_description,target,etas,feat_dictionary,technique,model,dir_name,model_type,disparate_impact,statistical_parity_difference,equal_opportunity_difference,accuracy,eta,fs
66,<__main__.NamedDataset object at 0x7f01885e0af0>,"['workclass', 'relationship', 'occupation', 'education-num']","['hours-per-week', 'capital-gain', 'capital-loss']","['gender', 'race', 'age_bins', 'marital-status']","('gender', ['Male'])",>=20000,"[1, 10, 20]","{'hours-per-week': 5, 'capital-gain': 5, 'capital-loss': 5, 'education-num': 16, 'workclass': 9, 'relationship': 6, 'occupation': 15}",<function sequential_fs at 0x7f01885c5f30>,<function fair_classifier at 0x7f01885c6170>,adult_sequential_fs_fair_classifier_gender_>=20000,fair_model,0.6313824433341583,-0.2874774158141714,-0.2061120698335572,0.7718707940780619,1.0,lr_fsfs
67,<__main__.NamedDataset object at 0x7f01885e0af0>,"['workclass', 'relationship', 'occupation', 'education-num']","['hours-per-week', 'capital-gain', 'capital-loss']","['gender', 'race', 'age_bins', 'marital-status']","('gender', ['Male'])",>=20000,"[1, 10, 20]","{'hours-per-week': 5, 'capital-gain': 5, 'capital-loss': 5, 'education-num': 16, 'workclass': 9, 'relationship': 6, 'occupation': 15}",<function sequential_fs at 0x7f01885c5f30>,<function fair_classifier at 0x7f01885c6170>,adult_sequential_fs_fair_classifier_gender_>=20000,fair_model,0.7999700542029565,-0.154597718868766,-0.1359403487178828,0.7477119784656797,10.0,lr_fsfs
68,<__main__.NamedDataset object at 0x7f01885e0af0>,"['workclass', 'relationship', 'occupation', 'education-num']","['hours-per-week', 'capital-gain', 'capital-loss']","['gender', 'race', 'age_bins', 'marital-status']","('gender', ['Male'])",>=20000,"[1, 10, 20]","{'hours-per-week': 5, 'capital-gain': 5, 'capital-loss': 5, 'education-num': 16, 'workclass': 9, 'relationship': 6, 'occupation': 15}",<function sequential_fs at 0x7f01885c5f30>,<function fair_classifier at 0x7f01885c6170>,adult_sequential_fs_fair_classifier_gender_>=20000,fair_model,0.7999700542029565,-0.154597718868766,-0.1359403487178828,0.7477119784656797,20.0,lr_fsfs
69,<__main__.NamedDataset object at 0x7f01885e0af0>,"['workclass', 'relationship', 'occupation', 'education-num']","['hours-per-week', 'capital-gain', 'capital-loss']","['gender', 'race', 'age_bins', 'marital-status']","('gender', ['Male'])",>=30000,"[1, 10, 20]","{'hours-per-week': 5, 'capital-gain': 5, 'capital-loss': 5, 'education-num': 16, 'workclass': 9, 'relationship': 6, 'occupation': 15}",<function sequential_fs at 0x7f01885c5f30>,<function fair_classifier at 0x7f01885c6170>,adult_sequential_fs_fair_classifier_gender_>=30000,fair_model,0.281766607429447,-0.4542734330053944,-0.3798720076915566,0.7729475100942127,1.0,lr_fsfs
70,<__main__.NamedDataset object at 0x7f01885e0af0>,"['workclass', 'relationship', 'occupation', 'education-num']","['hours-per-week', 'capital-gain', 'capital-loss']","['gender', 'race', 'age_bins', 'marital-status']","('gender', ['Male'])",>=30000,"[1, 10, 20]","{'hours-per-week': 5, 'capital-gain': 5, 'capital-loss': 5, 'education-num': 16, 'workclass': 9, 'relationship': 6, 'occupation': 15}",<function sequential_fs at 0x7f01885c5f30>,<function fair_classifier at 0x7f01885c6170>,adult_sequential_fs_fair_classifier_gender_>=30000,fair_model,0.6514499351089544,-0.220663279769489,-0.2449505381836209,0.7200538358008075,10.0,lr_fsfs
71,<__main__.NamedDataset object at 0x7f01885e0af0>,"['workclass', 'relationship', 'occupation', 'education-num']","['hours-per-week', 'capital-gain', 'capital-loss']","['gender', 'race', 'age_bins', 'marital-status']","('gender', ['Male'])",>=30000,"[1, 10, 20]","{'hours-per-week': 5, 'capital-gain': 5, 'capital-loss': 5, 'education-num': 16, 'workclass': 9, 'relationship': 6, 'occupation': 15}",<function sequential_fs at 0x7f01885c5f30>,<function fair_classifier at 0x7f01885c6170>,adult_sequential_fs_fair_classifier_gender_>=30000,fair_model,0.6514499351089544,-0.220663279769489,-0.2449505381836209,0.7200538358008075,20.0,lr_fsfs
72,<__main__.NamedDataset object at 0x7f01885e0af0>,"['workclass', 'relationship', 'occupation', 'education-num']","['hours-per-week', 'capital-gain', 'capital-loss']","['gender', 'race', 'age_bins', 'marital-status']","('gender', ['Male'])",>=40000,"[1, 10, 20]","{'hours-per-week': 5, 'capital-gain': 5, 'capital-loss': 5, 'education-num': 16, 'workclass': 9, 'relationship': 6, 'occupation': 15}",<function sequential_fs at 0x7f01885c5f30>,<function fair_classifier at 0x7f01885c6170>,adult_sequential_fs_fair_classifier_gender_>=40000,fair_model,0.1248286119963162,-0.2663833815180704,-0.3456061371014949,0.7582772543741588,1.0,lr_fsfs
73,<__main__.NamedDataset object at 0x7f01885e0af0>,"['workclass', 'relationship', 'occupation', 'education-num']","['hours-per-week', 'capital-gain', 'capital-loss']","['gender', 'race', 'age_bins', 'marital-status']","('gender', ['Male'])",>=40000,"[1, 10, 20]","{'hours-per-week': 5, 'capital-gain': 5, 'capital-loss': 5, 'education-num': 16, 'workclass': 9, 'relationship': 6, 'occupation': 15}",<function sequential_fs at 0x7f01885c5f30>,<function fair_classifier at 0x7f01885c6170>,adult_sequential_fs_fair_classifier_gender_>=40000,fair_model,0.5025389133372702,-0.0726216901130922,-0.0737961038766875,0.7275235531628533,10.0,lr_fsfs
74,<__main__.NamedDataset object at 0x7f01885e0af0>,"['workclass', 'relationship', 'occupation', 'education-num']","['hours-per-week', 'capital-gain', 'capital-loss']","['gender', 'race', 'age_bins', 'marital-status']","('gender', ['Male'])",>=40000,"[1, 10, 20]","{'hours-per-week': 5, 'capital-gain': 5, 'capital-loss': 5, 'education-num': 16, 'workclass': 9, 'relationship': 6, 'occupation': 15}",<function sequential_fs at 0x7f01885c5f30>,<function fair_classifier at 0x7f01885c6170>,adult_sequential_fs_fair_classifier_gender_>=40000,fair_model,1.2981948433925592,0.0339350063909207,0.0870075362465513,0.6912516823687752,20.0,lr_fsfs
75,<__main__.NamedDataset object at 0x7f01885e0af0>,"['workclass', 'relationship', 'occupation', 'education-num']","['hours-per-week', 'capital-gain', 'capital-loss']","['gender', 'race', 'age_bins', 'marital-status']","('gender', ['Male'])",>=50000,"[1, 10, 20]","{'hours-per-week': 5, 'capital-gain': 5, 'capital-loss': 5, 'education-num': 16, 'workclass': 9, 'relationship': 6, 'occupation': 15}",<function sequential_fs at 0x7f01885c5f30>,<function fair_classifier at 0x7f01885c6170>,adult_sequential_fs_fair_classifier_gender_>=50000,fair_model,0.1758116366588767,-0.1315903337975492,-0.1617383706730785,0.8233512786002691,1.0,lr_fsfs
76,<__main__.NamedDataset object at 0x7f01885e0af0>,"['workclass', 'relationship', 'occupation', 'education-num']","['hours-per-week', 'capital-gain', 'capital-loss']","['gender', 'race', 'age_bins', 'marital-status']","('gender', ['Male'])",>=50000,"[1, 10, 20]","{'hours-per-week': 5, 'capital-gain': 5, 'capital-loss': 5, 'education-num': 16, 'workclass': 9, 'relationship': 6, 'occupation': 15}",<function sequential_fs at 0x7f01885c5f30>,<function fair_classifier at 0x7f01885c6170>,adult_sequential_fs_fair_classifier_gender_>=50000,fair_model,0.1758116366588767,-0.1315903337975492,-0.1617383706730785,0.8233512786002691,10.0,lr_fsfs
77,<__main__.NamedDataset object at 0x7f01885e0af0>,"['workclass', 'relationship', 'occupation', 'education-num']","['hours-per-week', 'capital-gain', 'capital-loss']","['gender', 'race', 'age_bins', 'marital-status']","('gender', ['Male'])",>=50000,"[1, 10, 20]","{'hours-per-week': 5, 'capital-gain': 5, 'capital-loss': 5, 'education-num': 16, 'workclass': 9, 'relationship': 6, 'occupation': 15}",<function sequential_fs at 0x7f01885c5f30>,<function fair_classifier at 0x7f01885c6170>,adult_sequential_fs_fair_classifier_gender_>=50000,fair_model,0.1758116366588767,-0.1315903337975492,-0.1617383706730785,0.8233512786002691,20.0,lr_fsfs
78,<__main__.NamedDataset object at 0x7f01885e0af0>,"['workclass', 'relationship', 'occupation', 'education-num']","['hours-per-week', 'capital-gain', 'capital-loss']","['gender', 'race', 'age_bins', 'marital-status']","('gender', ['Male'])",>=60000,"[1, 10, 20]","{'hours-per-week': 5, 'capital-gain': 5, 'capital-loss': 5, 'education-num': 16, 'workclass': 9, 'relationship': 6, 'occupation': 15}",<function sequential_fs at 0x7f01885c5f30>,<function fair_classifier at 0x7f01885c6170>,adult_sequential_fs_fair_classifier_gender_>=60000,fair_model,0.4110147838174912,-0.0545877308554194,-0.0232361222434593,0.8777254374158816,1.0,lr_fsfs
79,<__main__.NamedDataset object at 0x7f01885e0af0>,"['workclass', 'relationship', 'occupation', 'education-num']","['hours-per-week', 'capital-gain', 'capital-loss']","['gender', 'race', 'age_bins', 'marital-status']","('gender', ['Male'])",>=60000,"[1, 10, 20]","{'hours-per-week': 5, 'capital-gain': 5, 'capital-loss': 5, 'education-num': 16, 'workclass': 9, 'relationship': 6, 'occupation': 15}",<function sequential_fs at 0x7f01885c5f30>,<function fair_classifier at 0x7f01885c6170>,adult_sequential_fs_fair_classifier_gender_>=60000,fair_model,2.3946320163556973,0.0886207098698578,0.4866528283015119,0.8515477792732167,10.0,lr_fsfs
80,<__main__.NamedDataset object at 0x7f01885e0af0>,"['workclass', 'relationship', 'occupation', 'education-num']","['hours-per-week', 'capital-gain', 'capital-loss']","['gender', 'race', 'age_bins', 'marital-status']","('gender', ['Male'])",>=60000,"[1, 10, 20]","{'hours-per-week': 5, 'capital-gain': 5, 'capital-loss': 5, 'education-num': 16, 'workclass': 9, 'relationship': 6, 'occupation': 15}",<function sequential_fs at 0x7f01885c5f30>,<function fair_classifier at 0x7f01885c6170>,adult_sequential_fs_fair_classifier_gender_>=60000,fair_model,2.3946320163556973,0.0886207098698578,0.4866528283015119,0.8515477792732167,20.0,lr_fsfs
81,<__main__.NamedDataset object at 0x7f01885e0af0>,"['workclass', 'relationship', 'occupation', 'education-num']","['hours-per-week', 'capital-gain', 'capital-loss']","['gender', 'race', 'age_bins', 'marital-status']","('gender', ['Male'])",>=70000,"[1, 10, 20]","{'hours-per-week': 5, 'capital-gain': 5, 'capital-loss': 5, 'education-num': 16, 'workclass': 9, 'relationship': 6, 'occupation': 15}",<function sequential_fs at 0x7f01885c5f30>,<function fair_classifier at 0x7f01885c6170>,adult_sequential_fs_fair_classifier_gender_>=70000,fair_model,0.4702206693013552,-0.0286265975077037,0.0410887144914224,0.9063930013458952,1.0,lr_fsfs
82,<__main__.NamedDataset object at 0x7f01885e0af0>,"['workclass', 'relationship', 'occupation', 'education-num']","['hours-per-week', 'capital-gain', 'capital-loss']","['gender', 'race', 'age_bins', 'marital-status']","('gender', ['Male'])",>=70000,"[1, 10, 20]","{'hours-per-week': 5, 'capital-gain': 5, 'capital-loss': 5, 'education-num': 16, 'workclass': 9, 'relationship': 6, 'occupation': 15}",<function sequential_fs at 0x7f01885c5f30>,<function fair_classifier at 0x7f01885c6170>,adult_sequential_fs_fair_classifier_gender_>=70000,fair_model,0.6990094455879935,-0.0145008074390997,0.0712790762835959,0.9020188425302826,10.0,lr_fsfs
83,<__main__.NamedDataset object at 0x7f01885e0af0>,"['workclass', 'relationship', 'occupation', 'education-num']","['hours-per-week', 'capital-gain', 'capital-loss']","['gender', 'race', 'age_bins', 'marital-status']","('gender', ['Male'])",>=70000,"[1, 10, 20]","{'hours-per-week': 5, 'capital-gain': 5, 'capital-loss': 5, 'education-num': 16, 'workclass': 9, 'relationship': 6, 'occupation': 15}",<function sequential_fs at 0x7f01885c5f30>,<function fair_classifier at 0x7f01885c6170>,adult_sequential_fs_fair_classifier_gender_>=70000,fair_model,0.6990094455879935,-0.0145008074390997,0.0712790762835959,0.9020188425302826,20.0,lr_fsfs
84,<__main__.NamedDataset object at 0x7f01885e0af0>,"['workclass', 'relationship', 'occupation', 'education-num']","['hours-per-week', 'capital-gain', 'capital-loss']","['gender', 'race', 'age_bins', 'marital-status']","('gender', ['Male'])",>=80000,"[1, 10, 20]","{'hours-per-week': 5, 'capital-gain': 5, 'capital-loss': 5, 'education-num': 16, 'workclass': 9, 'relationship': 6, 'occupation': 15}",<function sequential_fs at 0x7f01885c5f30>,<function fair_classifier at 0x7f01885c6170>,adult_sequential_fs_fair_classifier_gender_>=80000,fair_model,0.1795527875381772,-0.0423266108408618,-0.1366120218579234,0.9292059219380888,1.0,lr_fsfs
85,<__main__.NamedDataset object at 0x7f01885e0af0>,"['workclass', 'relationship', 'occupation', 'education-num']","['hours-per-week', 'capital-gain', 'capital-loss']","['gender', 'race', 'age_bins', 'marital-status']","('gender', ['Male'])",>=80000,"[1, 10, 20]","{'hours-per-week': 5, 'capital-gain': 5, 'capital-loss': 5, 'education-num': 16, 'workclass': 9, 'relationship': 6, 'occupation': 15}",<function sequential_fs at 0x7f01885c5f30>,<function fair_classifier at 0x7f01885c6170>,adult_sequential_fs_fair_classifier_gender_>=80000,fair_model,0.1795527875381772,-0.0423266108408618,-0.1366120218579234,0.9292059219380888,10.0,lr_fsfs
86,<__main__.NamedDataset object at 0x7f01885e0af0>,"['workclass', 'relationship', 'occupation', 'education-num']","['hours-per-week', 'capital-gain', 'capital-loss']","['gender', 'race', 'age_bins', 'marital-status']","('gender', ['Male'])",>=80000,"[1, 10, 20]","{'hours-per-week': 5, 'capital-gain': 5, 'capital-loss': 5, 'education-num': 16, 'workclass': 9, 'relationship': 6, 'occupation': 15}",<function sequential_fs at 0x7f01885c5f30>,<function fair_classifier at 0x7f01885c6170>,adult_sequential_fs_fair_classifier_gender_>=80000,fair_model,0.1795527875381772,-0.0423266108408618,-0.1366120218579234,0.9292059219380888,20.0,lr_fsfs
87,<__main__.NamedDataset object at 0x7f01885e0af0>,"['workclass', 'relationship', 'occupation', 'education-num']","['hours-per-week', 'capital-gain', 'capital-loss']","['gender', 'race', 'age_bins', 'marital-status']","('gender', ['Male'])",>=90000,"[1, 10, 20]","{'hours-per-week': 5, 'capital-gain': 5, 'capital-loss': 5, 'education-num': 16, 'workclass': 9, 'relationship': 6, 'occupation': 15}",<function sequential_fs at 0x7f01885c5f30>,<function fair_classifier at 0x7f01885c6170>,adult_sequential_fs_fair_classifier_gender_>=90000,fair_model,0.3935841094932004,-0.0181338622110873,0.0427272897301139,0.9532974427994616,1.0,lr_fsfs
88,<__main__.NamedDataset object at 0x7f01885e0af0>,"['workclass', 'relationship', 'occupation', 'education-num']","['hours-per-week', 'capital-gain', 'capital-loss']","['gender', 'race', 'age_bins', 'marital-status']","('gender', ['Male'])",>=90000,"[1, 10, 20]","{'hours-per-week': 5, 'capital-gain': 5, 'capital-loss': 5, 'education-num': 16, 'workclass': 9, 'relationship': 6, 'occupation': 15}",<function sequential_fs at 0x7f01885c5f30>,<function fair_classifier at 0x7f01885c6170>,adult_sequential_fs_fair_classifier_gender_>=90000,fair_model,0.3935841094932004,-0.0181338622110873,0.0427272897301139,0.9532974427994616,10.0,lr_fsfs
89,<__main__.NamedDataset object at 0x7f01885e0af0>,"['workclass', 'relationship', 'occupation', 'education-num']","['hours-per-week', 'capital-gain', 'capital-loss']","['gender', 'race', 'age_bins', 'marital-status']","('gender', ['Male'])",>=90000,"[1, 10, 20]","{'hours-per-week': 5, 'capital-gain': 5, 'capital-loss': 5, 'education-num': 16, 'workclass': 9, 'relationship': 6, 'occupation': 15}",<function sequential_fs at 0x7f01885c5f30>,<function fair_classifier at 0x7f01885c6170>,adult_sequential_fs_fair_classifier_gender_>=90000,fair_model,2.64784762651142,0.0481147615473531,-0.1832438700506854,0.9278600269179004,20.0,lr_fsfs
90,<__main__.NamedDataset object at 0x7f01885e0af0>,"['workclass', 'relationship', 'occupation', 'education-num']","['hours-per-week', 'capital-gain', 'capital-loss']","['gender', 'race', 'age_bins', 'marital-status']","('marital-status', ['Married-civ-spouse'])",>=10000,"[1, 10, 20]","{'hours-per-week': 5, 'capital-gain': 5, 'capital-loss': 5, 'education-num': 16, 'workclass': 9, 'relationship': 6, 'occupation': 15}",<function sequential_fs at 0x7f01885c5f30>,<function fair_classifier at 0x7f01885c6170>,adult_sequential_fs_fair_classifier_marital-status_>=10000,fair_model,0.8510365095383642,-0.148463831677821,-0.0366534928567739,0.8561238223418574,1.0,lr_fsfs
91,<__main__.NamedDataset object at 0x7f01885e0af0>,"['workclass', 'relationship', 'occupation', 'education-num']","['hours-per-week', 'capital-gain', 'capital-loss']","['gender', 'race', 'age_bins', 'marital-status']","('marital-status', ['Married-civ-spouse'])",>=10000,"[1, 10, 20]","{'hours-per-week': 5, 'capital-gain': 5, 'capital-loss': 5, 'education-num': 16, 'workclass': 9, 'relationship': 6, 'occupation': 15}",<function sequential_fs at 0x7f01885c5f30>,<function fair_classifier at 0x7f01885c6170>,adult_sequential_fs_fair_classifier_marital-status_>=10000,fair_model,0.9839308180121596,-0.0157785915595929,0.0049015626809236,0.809757738896366,10.0,lr_fsfs
92,<__main__.NamedDataset object at 0x7f01885e0af0>,"['workclass', 'relationship', 'occupation', 'education-num']","['hours-per-week', 'capital-gain', 'capital-loss']","['gender', 'race', 'age_bins', 'marital-status']","('marital-status', ['Married-civ-spouse'])",>=10000,"[1, 10, 20]","{'hours-per-week': 5, 'capital-gain': 5, 'capital-loss': 5, 'education-num': 16, 'workclass': 9, 'relationship': 6, 'occupation': 15}",<function sequential_fs at 0x7f01885c5f30>,<function fair_classifier at 0x7f01885c6170>,adult_sequential_fs_fair_classifier_marital-status_>=10000,fair_model,0.940254370826128,-0.0572536866416089,0.0101932098120883,0.8251682368775235,20.0,lr_fsfs
93,<__main__.NamedDataset object at 0x7f01885e0af0>,"['workclass', 'relationship', 'occupation', 'education-num']","['hours-per-week', 'capital-gain', 'capital-loss']","['gender', 'race', 'age_bins', 'marital-status']","('marital-status', ['Married-civ-spouse'])",>=20000,"[1, 10, 20]","{'hours-per-week': 5, 'capital-gain': 5, 'capital-loss': 5, 'education-num': 16, 'workclass': 9, 'relationship': 6, 'occupation': 15}",<function sequential_fs at 0x7f01885c5f30>,<function fair_classifier at 0x7f01885c6170>,adult_sequential_fs_fair_classifier_marital-status_>=20000,fair_model,0.365505716279847,-0.5881808323537184,-0.3732065675411283,0.7878196500672947,1.0,lr_fsfs
94,<__main__.NamedDataset object at 0x7f01885e0af0>,"['workclass', 'relationship', 'occupation', 'education-num']","['hours-per-week', 'capital-gain', 'capital-loss']","['gender', 'race', 'age_bins', 'marital-status']","('marital-status', ['Married-civ-spouse'])",>=20000,"[1, 10, 20]","{'hours-per-week': 5, 'capital-gain': 5, 'capital-loss': 5, 'education-num': 16, 'workclass': 9, 'relationship': 6, 'occupation': 15}",<function sequential_fs at 0x7f01885c5f30>,<function fair_classifier at 0x7f01885c6170>,adult_sequential_fs_fair_classifier_marital-status_>=20000,fair_model,0.7225126323708699,-0.2417988463325953,-0.1045798816888737,0.7179676985195155,10.0,lr_fsfs
95,<__main__.NamedDataset object at 0x7f01885e0af0>,"['workclass', 'relationship', 'occupation', 'education-num']","['hours-per-week', 'capital-gain', 'capital-loss']","['gender', 'race', 'age_bins', 'marital-status']","('marital-status', ['Married-civ-spouse'])",>=20000,"[1, 10, 20]","{'hours-per-week': 5, 'capital-gain': 5, 'capital-loss': 5, 'education-num': 16, 'workclass': 9, 'relationship': 6, 'occupation': 15}",<function sequential_fs at 0x7f01885c5f30>,<function fair_classifier at 0x7f01885c6170>,adult_sequential_fs_fair_classifier_marital-status_>=20000,fair_model,0.9008287180640546,-0.0694343749145685,0.0669213905757573,0.660228802153432,20.0,lr_fsfs
96,<__main__.NamedDataset object at 0x7f01885e0af0>,"['workclass', 'relationship', 'occupation', 'education-num']","['hours-per-week', 'capital-gain', 'capital-loss']","['gender', 'race', 'age_bins', 'marital-status']","('marital-status', ['Married-civ-spouse'])",>=30000,"[1, 10, 20]","{'hours-per-week': 5, 'capital-gain': 5, 'capital-loss': 5, 'education-num': 16, 'workclass': 9, 'relationship': 6, 'occupation': 15}",<function sequential_fs at 0x7f01885c5f30>,<function fair_classifier at 0x7f01885c6170>,adult_sequential_fs_fair_classifier_marital-status_>=30000,fair_model,0.0482965181579932,-0.9517034818420068,-0.8216374269005848,0.773149394347241,1.0,lr_fsfs
97,<__main__.NamedDataset object at 0x7f01885e0af0>,"['workclass', 'relationship', 'occupation', 'education-num']","['hours-per-week', 'capital-gain', 'capital-loss']","['gender', 'race', 'age_bins', 'marital-status']","('marital-status', ['Married-civ-spouse'])",>=30000,"[1, 10, 20]","{'hours-per-week': 5, 'capital-gain': 5, 'capital-loss': 5, 'education-num': 16, 'workclass': 9, 'relationship': 6, 'occupation': 15}",<function sequential_fs at 0x7f01885c5f30>,<function fair_classifier at 0x7f01885c6170>,adult_sequential_fs_fair_classifier_marital-status_>=30000,fair_model,0.2430746222674257,-0.202856443426212,-0.0965507327321595,0.6406460296096904,10.0,lr_fsfs
98,<__main__.NamedDataset object at 0x7f01885e0af0>,"['workclass', 'relationship', 'occupation', 'education-num']","['hours-per-week', 'capital-gain', 'capital-loss']","['gender', 'race', 'age_bins', 'marital-status']","('marital-status', ['Married-civ-spouse'])",>=30000,"[1, 10, 20]","{'hours-per-week': 5, 'capital-gain': 5, 'capital-loss': 5, 'education-num': 16, 'workclass': 9, 'relationship': 6, 'occupation': 15}",<function sequential_fs at 0x7f01885c5f30>,<function fair_classifier at 0x7f01885c6170>,adult_sequential_fs_fair_classifier_marital-status_>=30000,fair_model,0.2564925049967045,-0.1899218064496514,-0.0822645471223898,0.6372139973082099,20.0,lr_fsfs
99,<__main__.NamedDataset object at 0x7f01885e0af0>,"['workclass', 'relationship', 'occupation', 'education-num']","['hours-per-week', 'capital-gain', 'capital-loss']","['gender', 'race', 'age_bins', 'marital-status']","('marital-status', ['Married-civ-spouse'])",>=40000,"[1, 10, 20]","{'hours-per-week': 5, 'capital-gain': 5, 'capital-loss': 5, 'education-num': 16, 'workclass': 9, 'relationship': 6, 'occupation': 15}",<function sequential_fs at 0x7f01885c5f30>,<function fair_classifier at 0x7f01885c6170>,adult_sequential_fs_fair_classifier_marital-status_>=40000,fair_model,0.0851847623038717,-0.4046766193355767,-0.3576044751778745,0.7923956931359354,1.0,lr_fsfs
100,<__main__.NamedDataset object at 0x7f01885e0af0>,"['workclass', 'relationship', 'occupation', 'education-num']","['hours-per-week', 'capital-gain', 'capital-loss']","['gender', 'race', 'age_bins', 'marital-status']","('marital-status', ['Married-civ-spouse'])",>=40000,"[1, 10, 20]","{'hours-per-week': 5, 'capital-gain': 5, 'capital-loss': 5, 'education-num': 16, 'workclass': 9, 'relationship': 6, 'occupation': 15}",<function sequential_fs at 0x7f01885c5f30>,<function fair_classifier at 0x7f01885c6170>,adult_sequential_fs_fair_classifier_marital-status_>=40000,fair_model,0.1497296505039681,-0.2792345132397551,-0.2047968080648483,0.7829744279946165,10.0,lr_fsfs
101,<__main__.NamedDataset object at 0x7f01885e0af0>,"['workclass', 'relationship', 'occupation', 'education-num']","['hours-per-week', 'capital-gain', 'capital-loss']","['gender', 'race', 'age_bins', 'marital-status']","('marital-status', ['Married-civ-spouse'])",>=40000,"[1, 10, 20]","{'hours-per-week': 5, 'capital-gain': 5, 'capital-loss': 5, 'education-num': 16, 'workclass': 9, 'relationship': 6, 'occupation': 15}",<function sequential_fs at 0x7f01885c5f30>,<function fair_classifier at 0x7f01885c6170>,adult_sequential_fs_fair_classifier_marital-status_>=40000,fair_model,0.1581176193401191,-0.2729958532615694,-0.1933122009131522,0.781157469717362,20.0,lr_fsfs
102,<__main__.NamedDataset object at 0x7f01885e0af0>,"['workclass', 'relationship', 'occupation', 'education-num']","['hours-per-week', 'capital-gain', 'capital-loss']","['gender', 'race', 'age_bins', 'marital-status']","('marital-status', ['Married-civ-spouse'])",>=50000,"[1, 10, 20]","{'hours-per-week': 5, 'capital-gain': 5, 'capital-loss': 5, 'education-num': 16, 'workclass': 9, 'relationship': 6, 'occupation': 15}",<function sequential_fs at 0x7f01885c5f30>,<function fair_classifier at 0x7f01885c6170>,adult_sequential_fs_fair_classifier_marital-status_>=50000,fair_model,0.0929208117925898,-0.1899669829980421,-0.1244255571477986,0.8290040376850606,1.0,lr_fsfs
103,<__main__.NamedDataset object at 0x7f01885e0af0>,"['workclass', 'relationship', 'occupation', 'education-num']","['hours-per-week', 'capital-gain', 'capital-loss']","['gender', 'race', 'age_bins', 'marital-status']","('marital-status', ['Married-civ-spouse'])",>=50000,"[1, 10, 20]","{'hours-per-week': 5, 'capital-gain': 5, 'capital-loss': 5, 'education-num': 16, 'workclass': 9, 'relationship': 6, 'occupation': 15}",<function sequential_fs at 0x7f01885c5f30>,<function fair_classifier at 0x7f01885c6170>,adult_sequential_fs_fair_classifier_marital-status_>=50000,fair_model,0.1941672386785645,-0.0750318539185441,0.0515722027309713,0.8041722745625841,10.0,lr_fsfs
104,<__main__.NamedDataset object at 0x7f01885e0af0>,"['workclass', 'relationship', 'occupation', 'education-num']","['hours-per-week', 'capital-gain', 'capital-loss']","['gender', 'race', 'age_bins', 'marital-status']","('marital-status', ['Married-civ-spouse'])",>=50000,"[1, 10, 20]","{'hours-per-week': 5, 'capital-gain': 5, 'capital-loss': 5, 'education-num': 16, 'workclass': 9, 'relationship': 6, 'occupation': 15}",<function sequential_fs at 0x7f01885c5f30>,<function fair_classifier at 0x7f01885c6170>,adult_sequential_fs_fair_classifier_marital-status_>=50000,fair_model,0.2299672071003239,-0.0588552983115488,0.0786403342612266,0.7981830417227457,20.0,lr_fsfs
105,<__main__.NamedDataset object at 0x7f01885e0af0>,"['workclass', 'relationship', 'occupation', 'education-num']","['hours-per-week', 'capital-gain', 'capital-loss']","['gender', 'race', 'age_bins', 'marital-status']","('marital-status', ['Married-civ-spouse'])",>=60000,"[1, 10, 20]","{'hours-per-week': 5, 'capital-gain': 5, 'capital-loss': 5, 'education-num': 16, 'workclass': 9, 'relationship': 6, 'occupation': 15}",<function sequential_fs at 0x7f01885c5f30>,<function fair_classifier at 0x7f01885c6170>,adult_sequential_fs_fair_classifier_marital-status_>=60000,fair_model,0.1001158064895485,-0.0985871972971178,-0.05254484341517,0.8655450874831763,1.0,lr_fsfs
106,<__main__.NamedDataset object at 0x7f01885e0af0>,"['workclass', 'relationship', 'occupation', 'education-num']","['hours-per-week', 'capital-gain', 'capital-loss']","['gender', 'race', 'age_bins', 'marital-status']","('marital-status', ['Married-civ-spouse'])",>=60000,"[1, 10, 20]","{'hours-per-week': 5, 'capital-gain': 5, 'capital-loss': 5, 'education-num': 16, 'workclass': 9, 'relationship': 6, 'occupation': 15}",<function sequential_fs at 0x7f01885c5f30>,<function fair_classifier at 0x7f01885c6170>,adult_sequential_fs_fair_classifier_marital-status_>=60000,fair_model,0.1578882035765545,-0.0948105082578359,-0.1234648812696478,0.847442799461642,10.0,lr_fsfs
107,<__main__.NamedDataset object at 0x7f01885e0af0>,"['workclass', 'relationship', 'occupation', 'education-num']","['hours-per-week', 'capital-gain', 'capital-loss']","['gender', 'race', 'age_bins', 'marital-status']","('marital-status', ['Married-civ-spouse'])",>=60000,"[1, 10, 20]","{'hours-per-week': 5, 'capital-gain': 5, 'capital-loss': 5, 'education-num': 16, 'workclass': 9, 'relationship': 6, 'occupation': 15}",<function sequential_fs at 0x7f01885c5f30>,<function fair_classifier at 0x7f01885c6170>,adult_sequential_fs_fair_classifier_marital-status_>=60000,fair_model,0.1412302738414134,-0.1080899539853186,-0.1633072630559876,0.8534993270524899,20.0,lr_fsfs
